,ID,Language,IdPredecessor,PersonNumber,PersonIdCode,Active,FirstName,LastName,GenderAsString,Canton,CantonName,CantonAbbreviation,Council,CouncilName,CouncilAbbreviation,ParlGroupNumber,ParlGroupName,ParlGroupAbbreviation,ParlGroupFunction,ParlGroupFunctionText,Party,PartyName,PartyAbbreviation,MilitaryRank,MilitaryRankText,MaritalStatus,MaritalStatusText,Nationality,BirthPlace_City,BirthPlace_Canton,Mandates,AdditionalMandate,AdditionalActivity,OfficialName,DateJoining,DateLeaving,DateElection,DateOath,DateResignation,Modified,NumberOfChildren,Citizenship,DateOfBirth,DateOfDeath
49,53,FR,,53,2207,false,Hans,Danioth,m,4,Uri,UR,2,Conseil des Etats,CE,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,,,,,,,,Suisse,Andermatt,,"Gemeinderat von 1976 bis 1978, Landrat von 1972 bis 1978, Regierungsrat von 1978 bis 1988, Landammann von 1980 bis 1982, seit Dezember 1993 Gruppenchef CVP / SRP",1991 bis 1995 Präsident des Obergerichtes Uri (Nebenamt),"Mitarbeit in diversen kulturellen, gesellschaftlichen und politischen Gremien",Danioth Hans,1995-12-04T00:00:00,1999-12-05T00:00:00,1987-11-30T00:00:00,1987-11-30T00:00:00,1999-12-05T00:00:00,2020-08-26T13:48:36.85,,Andermatt (UR),1931-05-25T00:00:00,2020-08-22T00:00:00
50,54,FR,,54,2040,false,Menga,Danuser,f,20,Thurgovie,TG,1,Conseil national,CN,2,Groupe socialiste,S,1,Membre,12,Parti socialiste suisse,PSS,,,,,,,,,,,Danuser,1987-11-30T00:00:00,1995-12-03T00:00:00,1987-10-18T00:00:00,1987-11-30T00:00:00,1995-12-03T00:00:00,2015-05-17T21:18:19.387,,"St-Gall (SG),Felsberg (GR)",1951-07-31T00:00:00,2011-09-03T00:00:00
51,55,FR,,55,2041,false,Vital,Darbellay,m,23,Valais,VS,1,Conseil national,CN,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,Darbellay,1979-11-26T00:00:00,1995-12-03T00:00:00,1979-11-26T00:00:00,1979-11-26T00:00:00,1995-12-03T00:00:00,2019-12-03T16:17:17.657,,Liddes (VS),1929-05-19T00:00:00,2019-11-29T00:00:00
52,56,FR,,56,2282,false,Jean-Nils,de Dardel,m,25,Genève,GE,1,Conseil national,CN,2,Groupe socialiste,S,1,Membre,12,Parti socialiste suisse,PSS,,,,,Suisse,Neuchâtel,,,,,de Dardel Jean-Nils,1995-12-04T00:00:00,2003-11-30T00:00:00,1995-12-04T00:00:00,1995-12-04T00:00:00,2003-11-30T00:00:00,2018-10-05T15:54:19.067,,"St-Blaise (NE),Nendaz (VS)",1943-11-04T00:00:00,
53,57,FR,,57,2042,false,Eugen,David,m,17,St-Gall,SG,2,Conseil des Etats,CE,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,10,Premier-lieutenant,,,Suisse,St. Gall,,Gemeinderat der Stadt St. Gallen von 1972 bis 1980; Kantonsrat St. Gallen von 1980 bis 1988,,"Ehrenpräsident des ""Fonds Landschaft Schweiz (FLS)"": ab Juli 2004",David,2007-12-03T00:00:00,2011-12-04T00:00:00,2007-11-25T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,2018-10-05T15:51:43.807,,"St-Gall (SG),Amden (SG)",1945-09-03T00:00:00,
54,58,FR,d3f58886-f047-4035-b222-3b1046715283,58,2283,false,Joseph,Deiss,m,10,Fribourg,FR,99,Conseil fédéral,CF,,,,,,14,Parti démocrate-chrétien suisse,PDC,,,,,Suisse,Fribourg,,"Syndic de commune de Barberêche depuis 1982, Député au grand Conseil fribourgois (Président 1991) de 1981 à 1991",,,Deiss,2005-01-01T00:00:00,2006-07-31T00:00:00,1999-03-11T00:00:00,2005-01-01T00:00:00,2006-07-31T00:00:00,2018-10-05T15:55:14.5,,"Zeihen (AG),Barberêche (FR)",1946-01-18T00:00:00,
55,59,FR,,59,2208,false,Edouard,Delalay,m,23,Valais,VS,2,Conseil des Etats,CE,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,Suisse,St-Léonard,,"Conseiller communal de 1964 à 1972, Président de commune de 1972 à 1984, Député-suppléant de 1973 à 1977, Député Grand Conseil de 1977 à 1989, Président Grand Conseil de 1987 à 1988, Membre comité directeur",,,Delalay,1995-12-04T00:00:00,1999-12-05T00:00:00,1987-09-21T00:00:00,1987-09-21T00:00:00,1999-12-05T00:00:00,2018-10-05T15:55:23.587,,St-Léonard (VS),1936-11-06T00:00:00,
56,60,FR,,60,2284,false,Toni,Dettling,m,5,Schwyz,SZ,2,Conseil des Etats,CE,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,Suisse,Schwyz,,"Kantonssrat  von 1976 bis 1991, Fraktionspräsident von 1979 bis 1983, Kantonsratspräsident 1986/1987",Maturitätskommission von 1972 bis 1992,"Mitglied des Zentralvorstandes des Hauseigentümerverbandes Schweiz seit 1982, seit Juni 1997 Präsident HEV Schweiz",Dettling,1999-12-06T00:00:00,2003-11-30T00:00:00,1999-12-06T00:00:00,1999-12-06T00:00:00,2003-11-30T00:00:00,2018-10-05T15:56:00.073,,Oberiberg (SZ),1943-06-05T00:00:00,
57,61,FR,,61,2044,false,Verena,Diener Lenz,f,1,Zurich,ZH,2,Conseil des Etats,CE,137,Groupe vert'libéral,GL,1,Membre,1336,Parti vert'libéral,pvl,,,,,Suisse,Zurich,,Exekutive des Kantons (Regierungsrätin): von April 1995 bis Mai 2007; Nationalrätin: von Dezember 1987 bis April 1998,,,Diener Lenz,2015-11-30T00:00:00,2015-12-07T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2015-12-07T00:00:00,2018-10-05T15:56:19.383,,Maur (ZH),1949-03-27T00:00:00,
58,63,FR,,63,2046,false,Rosmarie,Dormann,f,3,Lucerne,LU,1,Conseil national,CN,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,Suisse,Lucerne,,,,,Dormann Rosmarie,1995-12-04T00:00:00,2003-11-30T00:00:00,1995-12-04T00:00:00,1995-12-04T00:00:00,2003-11-30T00:00:00,2018-10-05T15:56:49.8,,Rothenburg (LU),1947-03-27T00:00:00,
59,64,FR,,64,2047,false,Michael E.,Dreher,m,1,Zurich,ZH,1,Conseil national,CN,8,Groupe du Parti suisse de la liberté,F,1,Membre,21,Freiheits-Partei der Schweiz,FPS,11,Capitaine,,,Suisse,Schaffhouse,,Schulpflege Küsnacht von 1977 bis 1980,Vizepräsident der Zürcher Kantonalpartei seit 25.2.1985,,Dreher,1995-12-04T00:00:00,1999-12-05T00:00:00,1995-12-04T00:00:00,1995-12-04T00:00:00,1999-12-05T00:00:00,2018-10-05T15:57:07.203,,Schaffhouse (SH),1944-01-08T00:00:00,
60,65,FR,,65,2210,false,Dominique,Ducret,m,25,Genève,GE,1,Conseil national,CN,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,Ducret Dominique,1987-11-30T00:00:00,1995-12-03T00:00:00,1987-11-30T00:00:00,1987-11-30T00:00:00,1995-12-03T00:00:00,2015-05-17T21:18:19.387,,Plan-les-Ouates (GE),1943-02-25T00:00:00,
61,66,FR,,66,2049,false,Max,Dünki,m,1,Zurich,ZH,1,Conseil national,CN,5,Groupe AdI/PEP,U,2,Président(e),,,,2,Appointé,,,Suisse,Winterthur,,Kantonale Legislative von 1970 bis 1983,,"Obmann der parlamentarischen Angestellten-Gruppe, Präsident der parlamentarischen Gruppe für AHV/IV-Fragen, Zentralvorstandsmitglied der Schweiz. Liga gegen Lärm",Dünki,1999-04-20T00:00:00,1999-12-05T00:00:00,1995-10-22T00:00:00,1995-12-04T00:00:00,1999-12-05T00:00:00,2018-10-05T15:58:17.697,,Rorbas (ZH),1932-06-05T00:00:00,2011-10-27T00:00:00
62,67,FR,,67,2285,false,Pierre,Duvoisin,m,22,Vaud,VD,1,Conseil national,CN,99,Non inscrit,-,1,Membre,12,Parti socialiste suisse,PSS,,,,,,,,,,,Duvoisin,1994-12-01T00:00:00,1995-12-03T00:00:00,1991-11-25T00:00:00,1991-11-25T00:00:00,1995-12-03T00:00:00,2015-05-17T21:18:19.387,,Orges (VD),1938-09-12T00:00:00,
63,69,FR,,69,2258,false,Georges,Eggenberger,m,2,Berne,BE,1,Conseil national,CN,2,Groupe socialiste,S,1,Membre,12,Parti socialiste suisse,PSS,,,,,,,,,,,Eggenberger Georges,1990-06-05T00:00:00,1995-12-03T00:00:00,1987-10-18T00:00:00,1990-06-05T00:00:00,1995-12-03T00:00:00,2015-05-17T21:18:19.387,,"Zurich (ZH),Grabs (SG)",1928-09-22T00:00:00,2010-12-01T00:00:00
64,70,FR,,70,2051,false,Jacques-Simon,Eggly,m,25,Genève,GE,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,16,Parti libéral démocrate,PLD,,,,,Suisse,Genève 8,,Législatif cantonal: Grand Conseil genevois de 1977 à 1983,Président du parti libéral de 1997 à 2002,,Eggly,2003-12-01T00:00:00,2007-12-02T00:00:00,2003-10-19T00:00:00,2003-12-01T00:00:00,2007-12-02T00:00:00,2018-10-05T15:59:53.673,,Bellevue (GE),1942-09-04T00:00:00,
65,71,FR,,71,2053,false,Rolf,Engler,m,16,Appenzell Rh.-Int.,AI,1,Conseil national,CN,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,Suisse,Appenzell,,,,,Engler,1995-12-04T00:00:00,1999-12-05T00:00:00,1995-12-04T00:00:00,1995-12-04T00:00:00,1999-12-05T00:00:00,2018-10-05T16:00:40.42,,Urnäsch (AR),1951-08-03T00:00:00,
66,72,FR,,72,2286,false,Simon,Epiney,m,23,Valais,VS,2,Conseil des Etats,CE,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,1,Soldat,,,Suisse,Sierre,,Exécutif communal de Vissoie:  Vice-président de 1976 à 1992; Président de la commune de Vissoie de 1980 à 1992; Législatif cantonal: de 1981 à 1993,,,Epiney,2003-12-01T00:00:00,2007-12-02T00:00:00,2003-10-19T00:00:00,2003-12-01T00:00:00,2007-12-02T00:00:00,2018-10-05T16:00:47.443,,Vissoie (VS),1950-02-12T00:00:00,
67,73,FR,,73,2055,false,Pierre,Etique,m,26,Jura,JU,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,Etique,1983-11-28T00:00:00,1993-11-20T00:00:00,1983-11-28T00:00:00,1983-11-28T00:00:00,1993-11-20T00:00:00,2015-05-17T21:18:19.387,,Bure (JU),1945-02-12T00:00:00,1993-11-20T00:00:00
68,74,FR,,74,2287,false,Christoph,Eymann,m,12,Bâle-Ville,BS,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,16,Parti libéral démocrate,PLD,11,Capitaine,,,Suisse,Bâle,,Weiterer Bürgerrat: von 1989 bis 1991; Grosser Rat des Kantons Basel-Stadt: von 1984 bis 1995; Verfassungsrat Basel-Stadt: 1999 bis 2001; Regierungsrat Basel-Stadt: 2001 bis 2017,,Vize-Präsident der Parlamentarischen Gruppe für Tourismus; Co-Präsident der Parlamentarischen Gruppe Weiterbildung,Eymann,2019-12-02T00:00:00,2021-11-28T00:00:00,2019-10-20T00:00:00,2019-12-02T00:00:00,2021-11-28T00:00:00,2020-02-14T14:39:31.883,,Bâle (BS),1951-01-15T00:00:00,
69,75,FR,,75,2058,false,Angeline,Fankhauser,f,13,Bâle-Campagne,BL,1,Conseil national,CN,2,Groupe socialiste,S,1,Membre,12,Parti socialiste suisse,PSS,,,,,Suisse,La Rippe,,"Gemeinde-Legislative von 1971 bis 1983, Kantonale Legislative von 1976 bis 1983",,,Fankhauser,1995-12-04T00:00:00,1999-12-05T00:00:00,1995-12-04T00:00:00,1995-12-04T00:00:00,1999-12-05T00:00:00,2018-10-05T16:02:56.82,,Trub (BE),1936-07-25T00:00:00,
70,76,FR,,76,2288,false,Hugo,Fasel,m,10,Fribourg,FR,1,Conseil national,CN,6,Groupe des VERT-E-S,G,1,Membre,27,Parti chrétien-social,PCS,1,Soldat,,,Suisse,Alterswil,,,,,Fasel,2007-12-03T00:00:00,2008-11-30T00:00:00,2007-10-21T00:00:00,2007-12-03T00:00:00,2008-11-30T00:00:00,2018-10-05T16:03:06.79,,Saint-Antoine (FR),1955-10-04T00:00:00,
71,77,FR,,77,2289,false,Lisbeth,Fehr,f,1,Zurich,ZH,1,Conseil national,CN,4,Groupe de l'Union démocratique du Centre,V,1,Membre,13,Union Démocratique du Centre,UDC,,,,,Suisse,Winterthur,,"Primarschulpflege von 1978 bis 1986, Kantonsrat von 1986 bis 1991",Präsidentin Bezirksschulpflege von 1985 bis 1993,"Präsidentin kant. Winterhilfe Zürich; Präsidentin der Internationalen Gesellschaft für Menschenrechte, Sektion Schweiz",Fehr Lisbeth,1999-12-06T00:00:00,2003-11-30T00:00:00,1999-12-06T00:00:00,1999-12-06T00:00:00,2003-11-30T00:00:00,2018-10-05T16:04:28.757,,Flaach (ZH),1938-04-14T00:00:00,
72,78,FR,,78,2290,false,Margrith,von Felten,f,12,Bâle-Ville,BS,1,Conseil national,CN,6,Groupe des VERT-E-S,G,1,Membre,20,Les VERT-E-S suisses,VERT-E-S,,,,,Suisse,Bâle,,,,,von Felten,1998-08-26T00:00:00,1999-12-05T00:00:00,1995-12-04T00:00:00,1995-12-04T00:00:00,1999-12-05T00:00:00,2018-10-09T16:37:02.167,,"Bâle (BS),Winznau (SO),Stein (SG) (SG)",1944-12-30T00:00:00,
73,79,FR,,79,2064,false,Theo,Fischer,m,19,Argovie,AG,1,Conseil national,CN,4,Groupe de l'Union démocratique du Centre,V,1,Membre,13,Union Démocratique du Centre,UDC,,,,,Suisse,Hägglingen,,Grossrat von 1973 bis 1981,,,Fischer-Hägglingen,1998-06-26T00:00:00,1999-12-05T00:00:00,1995-12-04T00:00:00,1995-12-04T00:00:00,1999-12-05T00:00:00,2018-10-05T16:05:00.837,,Dottikon (AG),1937-12-25T00:00:00,
74,80,FR,,80,2063,false,Theo,Fischer,m,3,Lucerne,LU,1,Conseil national,CN,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,Suisse,Triengen,,,,,Fischer-Sursee,1983-03-14T00:00:00,1995-12-03T00:00:00,1983-03-14T00:00:00,1983-03-14T00:00:00,1995-12-03T00:00:00,2015-05-17T21:18:19.387,,"Triengen (LU),Sursee (LU)",1930-02-15T00:00:00,
75,81,FR,,81,2065,false,Ulrich,Fischer,m,19,Argovie,AG,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,10,Premier-lieutenant,,,Suisse,Berne,,Kantonale Legislative von 1981 bis 1988,"Verfassungsrat Aargau von 1973 bis 1980, Präsident Regionalplanungsgruppe Seetal von 1976 bis 1984",,Fischer Ulrich,1995-12-04T00:00:00,2003-11-30T00:00:00,1995-12-04T00:00:00,1995-12-04T00:00:00,2003-11-30T00:00:00,2018-10-05T16:05:09.043,,"Berne (BE),Meisterschwanden (AG),Reinach (AG)",1940-02-02T00:00:00,
76,82,FR,,82,2211,false,Michel,Flückiger,m,26,Jura,JU,2,Conseil des Etats,CE,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,Flückiger Michel,1986-12-01T00:00:00,1994-12-16T00:00:00,1986-12-01T00:00:00,1986-12-01T00:00:00,1994-12-16T00:00:00,2015-05-17T21:18:19.387,,Rohrbach (BE),1940-02-04T00:00:00,
77,83,FR,,83,2066,false,Claude,Frey,m,24,Neuchâtel,NE,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,Suisse,La Chaux-de-Fonds,,,,,Frey Claude,1995-12-04T00:00:00,2003-11-30T00:00:00,1995-12-04T00:00:00,1995-12-04T00:00:00,2003-11-30T00:00:00,2015-05-17T21:18:19.387,,"La Chaux-de-Fonds (NE),Birr (AG)",1943-07-16T00:00:00,
78,84,FR,,84,2067,false,Walter,Frey,m,1,Zurich,ZH,1,Conseil national,CN,4,Groupe de l'Union démocratique du Centre,V,2,Président(e),13,Union Démocratique du Centre,UDC,11,Capitaine,,,Suisse,Zurich,,Präsident der Fraktion der Schweizerischen Volkspartei seit Dezember 1999,,,Frey Walter,1999-12-06T00:00:00,2001-11-25T00:00:00,1995-12-04T00:00:00,1995-12-04T00:00:00,2001-11-25T00:00:00,2018-10-05T16:06:33.327,,"Zurich (ZH),Biberstein (AG)",1943-07-30T00:00:00,
79,85,FR,,85,2338,false,Bruno,Frick,m,5,Schwyz,SZ,2,Conseil des Etats,CE,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,14,Colonel,,,Suisse,Wittenbach,,Legislative des Kantons: 1988 bis 1991,Vizepräsident der CVP Schweiz von September 2004 bis Februar 2008,,Frick,2007-12-03T00:00:00,2011-12-04T00:00:00,2007-10-21T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,2015-05-17T21:18:19.387,,Oberbüren (SG),1953-05-31T00:00:00,
80,86,FR,,86,2291,false,Oscar,Fritschi,m,1,Zurich,ZH,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,,,,14,Colonel,,,Suisse,Winterthur,,Kantonsrat Zürich von 1991 bis 1992,Präsident der Europäischen Konferenz für Menschenrechte und Selbstbestimmung,,Fritschi Oscar,1995-12-04T00:00:00,1999-12-05T00:00:00,1995-12-04T00:00:00,1995-12-04T00:00:00,1999-12-05T00:00:00,2018-10-05T16:07:08.017,,Winterthur (ZH),1939-02-25T00:00:00,2016-01-08T00:00:00
81,87,FR,,87,2069,false,Hans-Rudolf,Früh,m,15,Appenzell Rh.-Ext.,AR,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,Früh,1975-12-01T00:00:00,1995-12-03T00:00:00,1975-12-01T00:00:00,1975-12-01T00:00:00,1995-12-03T00:00:00,2015-05-17T21:18:19.387,,Teufen (AR),1936-04-23T00:00:00,
82,88,FR,,88,2212,false,Ulrich,Gadient,m,18,Grisons,GR,2,Conseil des Etats,CE,4,Groupe de l'Union démocratique du Centre,V,1,Membre,13,Union Démocratique du Centre,UDC,,,,,,,,,,,Gadient Ulrich,1980-03-03T00:00:00,1995-01-22T00:00:00,1980-02-10T00:00:00,1980-03-03T00:00:00,1995-01-22T00:00:00,2016-10-10T09:42:23.773,,Trimmis (GR),1931-07-24T00:00:00,2016-10-02T00:00:00
83,89,FR,,89,2253,false,Irène,Gardiol,f,22,Vaud,VD,1,Conseil national,CN,6,Groupe des VERT-E-S,G,1,Membre,20,Les VERT-E-S suisses,VERT-E-S,,,,,,,,,,,Gardiol,1990-02-05T00:00:00,1994-05-29T00:00:00,1990-02-05T00:00:00,1990-02-05T00:00:00,1994-05-29T00:00:00,2015-05-17T21:18:19.387,,Chabrey (VD),1937-09-25T00:00:00,
84,90,FR,,90,2339,false,Paul,Gemperli,m,17,St-Gall,SG,2,Conseil des Etats,CE,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,,,,14,Colonel,,,Suisse,Herisau,,"Schulrat von 1969 bis 1978, Regierungsrat von 1979 bis 1992",,,Gemperli Paul,1995-12-04T00:00:00,1999-12-05T00:00:00,1991-11-25T00:00:00,1991-11-25T00:00:00,1999-12-05T00:00:00,2015-05-17T21:18:19.387,,Oberuzwil (SG),1930-01-05T00:00:00,2015-02-23T00:00:00
85,91,FR,,91,2292,false,Ulrich,Giezendanner,m,19,Argovie,AG,1,Conseil national,CN,4,Groupe de l'Union démocratique du Centre,V,1,Membre,13,Union Démocratique du Centre,UDC,1,Soldat,,,Suisse,Rothrist,,Legislative des Kantons (Grossrat): von März 1989 bis November 1991,,Co-Präsident der Parlamentarischen Gruppe Elektromobilität,Giezendanner,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,2019-10-15T09:55:01.553,,"Rothrist (AG),Wattwil (SG)",1953-10-31T00:00:00,
86,92,FR,,92,2070,false,Titus,Giger,m,17,St-Gall,SG,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,Giger,1983-11-28T00:00:00,1995-12-03T00:00:00,1983-11-28T00:00:00,1983-11-28T00:00:00,1995-12-03T00:00:00,2021-01-07T15:44:48.607,,Quarten (SG),1932-02-04T00:00:00,2021-01-05T00:00:00
87,93,FR,,93,2293,false,Alexis,Gobet,m,10,Fribourg,FR,1,Conseil national,CN,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,Gobet,1991-11-25T00:00:00,1995-12-03T00:00:00,1991-11-25T00:00:00,1991-11-25T00:00:00,1995-12-03T00:00:00,2015-05-17T21:18:19.387,,Villariaz (FR),1943-10-12T00:00:00,
88,94,FR,,94,2294,false,Christine,Goll,f,1,Zurich,ZH,1,Conseil national,CN,2,Groupe socialiste,S,1,Membre,12,Parti socialiste suisse,PSS,,,,,Suisse,Zurich,,Legislative des Kantons (Kantonsrätin): von 1987 bis 1991,Vizepräsidentin der SP Schweiz: seit Oktober 2000,Präsidentin der Gewerkschaft vpod: von November 2003 bis Dezember 2009,Goll,2007-12-03T00:00:00,2011-12-04T00:00:00,2007-10-21T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,2018-10-05T16:10:12.193,,"Schlatt (ZH),Laufon (BL)",1956-12-10T00:00:00,
89,95,FR,,95,2295,false,Ruth,Gonseth,f,13,Bâle-Campagne,BL,1,Conseil national,CN,6,Groupe des VERT-E-S,G,1,Membre,20,Les VERT-E-S suisses,VERT-E-S,,,,,Suisse,Muri,,"Einwohnerrätin von 1989 bis 1990, Landrätin von 1990 bis 1991",Präsidentin Schweiz. Arbeitsgruppe Gentechnologie SAG,,Gonseth,1995-12-04T00:00:00,2001-05-31T00:00:00,1995-12-04T00:00:00,1995-12-04T00:00:00,2001-06-04T00:00:00,2018-10-05T16:10:18.453,,"Krattigen (BE),Muri (AG)",1943-05-31T00:00:00,
90,96,FR,,96,2073,false,Verena,Grendelmeier,f,1,Zurich,ZH,1,Conseil national,CN,5,Groupe AdI/PEP,U,2,Président(e),17,Alliance des Indépendants,AdI,,,,,Suisse,Zurich,,Zürcher Kantonsrat von 1973 bis 1979,"Fraktionspräsident LDU/EVP seit 1992, ER Delegationsmitglied, Präs. Medienkommission",,Grendelmeier Verena,1995-12-04T00:00:00,1999-04-19T00:00:00,1995-12-04T00:00:00,1995-12-04T00:00:00,1999-04-19T00:00:00,2018-04-13T15:20:40.49,,Zurich (ZH),1939-02-16T00:00:00,2018-03-27T00:00:00
91,97,FR,,97,2296,false,Andreas,Gross,m,1,Zurich,ZH,1,Conseil national,CN,2,Groupe socialiste,S,1,Membre,12,Parti socialiste suisse,PSS,1,Soldat,,,Suisse,Kobe,,Legislative der Gemeinde Zürich (Gemeinderat): von 1986 bis 1991; Zürcher Verfassungsrat: von 2000 bis 2005,Vizepräsident SP Zürich: von 1984 bis 1989; Vorstand SP Kanton ZH,Vizepräsident der Parlamentarischen Versammlung des Europarates: von Januar 2002 bis Januar 2004; Präsident der SP Fraktion in der Parlamentarischen Versammlung des Europarates: seit Januar 2008; Präsident der Parlamentarischen Gruppe Schweiz-Türkei,Gross Andreas,2011-12-05T00:00:00,2015-11-29T00:00:00,2011-10-23T00:00:00,2011-12-05T00:00:00,2015-11-29T00:00:00,2018-10-05T16:11:18.913,,Zurzach (AG),1952-08-21T00:00:00,
92,98,FR,,98,2266,false,Ruth,Grossenbacher-Schmid,f,11,Soleure,SO,1,Conseil national,CN,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,Afrique du Sud,Kapstadt,,"Gemeinderätin von 1973 bis 1981, Verfassungsrätin von 1981 bis 1986",Erziehungsrätin,Präs. Pro Familia,Grossenbacher,1995-12-04T00:00:00,1999-12-05T00:00:00,1995-12-04T00:00:00,1995-12-04T00:00:00,1999-12-05T00:00:00,2018-10-05T16:11:33.85,,Obererlinsbach (SO),1936-09-13T00:00:00,
93,99,FR,,99,2075,false,Jean,Guinand,m,24,Neuchâtel,NE,1,Conseil national,CN,7,Groupe libéral,L,1,Membre,16,Parti libéral démocrate,PLD,,,,,,,,,,,Guinand Jean,1987-11-30T00:00:00,1993-09-19T00:00:00,1987-11-30T00:00:00,1987-11-30T00:00:00,1993-09-19T00:00:00,2015-05-17T21:18:19.387,,Les Brenets (NE),1943-02-21T00:00:00,
94,100,FR,,100,2077,false,Hans Rudolf,Gysin,m,13,Bâle-Campagne,BL,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,Suisse,Bâle,,"Legislative der Gemeinde: Einwohnerrat von 1979 bis 1985, Legislative des Kantons: Landrat von 1979 bis 1988",Mitglied der vom Regierungsrat eingesetzten kantonalen Wirtschaftsförderungskommission,,Gysin,2007-12-03T00:00:00,2011-12-04T00:00:00,2007-10-21T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,2018-10-05T16:12:35.157,,Arisdorf (BL),1940-12-29T00:00:00,
95,101,FR,,101,2254,false,Barbara,Haering,f,1,Zurich,ZH,1,Conseil national,CN,2,Groupe socialiste,S,1,Membre,12,Parti socialiste suisse,PSS,,,,,"Suisse,Canada",Montréal,,Kantonale Legislative von 1979 bis 1983; Exekutive des Kantons: Universitätsrat Zürich,,,Haering,2003-12-01T00:00:00,2007-12-02T00:00:00,2003-10-19T00:00:00,2003-12-01T00:00:00,2007-12-02T00:00:00,2018-10-05T16:12:57.117,,Zurich (ZH),1953-09-20T00:00:00,
96,102,FR,,102,2078,false,Rudolf,Hafner,m,2,Berne,BE,1,Conseil national,CN,6,Groupe des VERT-E-S,G,1,Membre,1414,Liste libre (BE),LL,,,,,,,,,,,Hafner Rudolf,1987-11-30T00:00:00,1994-12-08T00:00:00,1987-11-30T00:00:00,1987-11-30T00:00:00,1994-12-08T00:00:00,2015-05-17T21:18:19.387,,Holderbank (SO),1951-12-27T00:00:00,
97,103,FR,,103,2079,false,Ursula,Hafner,f,14,Schaffhouse,SH,1,Conseil national,CN,2,Groupe socialiste,S,2,Président(e),12,Parti socialiste suisse,PSS,,,,,Suisse,Merishausen,,Kantonale Legislative von 1981 bis 1990,Präsidentin der Eidg. Kommission für Jugendfragen,,Hafner Ursula,1995-12-04T00:00:00,1999-12-05T00:00:00,1995-12-04T00:00:00,1995-12-04T00:00:00,1999-12-05T00:00:00,2018-10-05T16:13:04.323,,Merishausen (SH),1943-06-10T00:00:00,
98,104,FR,,104,2080,false,Gret,Haller,f,2,Berne,BE,1,Conseil national,CN,2,Groupe socialiste,S,1,Membre,12,Parti socialiste suisse,PSS,,,,,,,,,,,Haller Gret,1987-11-30T00:00:00,1994-11-30T00:00:00,1987-11-30T00:00:00,1987-11-30T00:00:00,1994-11-30T00:00:00,2015-05-17T21:18:19.387,,Zurich (ZH),1947-10-01T00:00:00,
