,ID,Language,PersonNumber,PersonIdCode,Title,TitleText,LastName,GenderAsString,DateOfBirth,DateOfDeath,MaritalStatus,MaritalStatusText,PlaceOfBirthCity,PlaceOfBirthCanton,Modified,FirstName,OfficialName,MilitaryRank,MilitaryRankText,NativeLanguage,NumberOfChildren
157,163,FR,163,2136,,,Petitpierre,m,1940-01-22T00:00:00,,,,,,2015-05-17T21:18:19.387,Gilles,Petitpierre Gilles,,,F,
158,164,FR,164,2137,90,Maitre agriculteur,Philipona,m,1943-03-25T00:00:00,2018-08-15T00:00:00,,,Vuippens,Fribourg,2018-08-21T11:02:14.217,Jean-Nicolas,Philipona Jean-Nicolas,,,F,
159,165,FR,165,2138,58,Dr. en droit,Pidoux,m,1943-06-17T00:00:00,,,,Lausanne,Vaud,2018-10-09T15:33:51.507,Philippe,Pidoux Philippe,11,Capitaine,F,
160,166,FR,166,2230,,,Piller,m,1942-06-26T00:00:00,,,,,,2015-05-17T21:18:19.387,Otto,Piller Otto,,,,
161,167,FR,167,2139,,,Pini,m,1936-11-29T00:00:00,2003-06-18T00:00:00,,,Biasca,Tessin,2018-10-09T14:35:15.867,Massimo,Pini Massino,,,I,
162,168,FR,168,2341,73,Prof. Dr.,Plattner,m,1939-12-10T00:00:00,2009-12-07T00:00:00,,,Zurich,Zurich,2015-05-17T21:18:19.387,Gian-Reto,Plattner Gian-Reto,,,D,
163,169,FR,169,2315,,,Poncet,m,1946-12-31T00:00:00,,,,,,2015-05-17T21:18:19.387,Charles,Poncet,,,F,
164,170,FR,170,2316,23,Dr. oec. HSG,Raggenbass,m,1948-07-31T00:00:00,,,,Frauenfeld,Thurgovie,2018-10-09T15:34:58.793,Hansueli,Raggenbass,,,D,
165,171,FR,171,2142,,,Rebeaud,m,1947-05-12T00:00:00,2015-12-11T00:00:00,,,,,2015-12-14T16:37:39.693,Laurent,Rebeaud,,,F,
166,172,FR,172,2143,115,lic. iur.,Rechsteiner,m,1952-08-26T00:00:00,,,,St. Gall,St-Gall,2022-10-27T09:44:05.89,Paul,Rechsteiner Paul,,,D,
167,173,FR,173,2147,6,Dr. iur.,Reimann,m,1942-05-07T00:00:00,,,,Laufenburg,Argovie,2018-02-21T08:42:49.81,Maximilian,Reimann Maximilian,11,Capitaine,D,
168,174,FR,174,2232,,,Reymond,m,1938-10-01T00:00:00,,,,,,2015-05-17T21:18:19.387,Hubert,Reymond Hubert,,,F,
169,175,FR,175,2233,6,Dr. iur.,Rhinow,m,1942-12-29T00:00:00,,,,Bâle,Bâle-Ville,2018-10-09T15:36:42.077,René,Rhinow,14,Colonel,D,
170,176,FR,176,2256,,,Rhyner,m,1932-12-27T00:00:00,,,,Glaris,Glaris,2018-10-09T15:36:49.167,Kaspar,Rhyner,,,D,
171,177,FR,177,2317,,,Robert-Bächtold,f,1936-03-06T00:00:00,,,,,,2015-05-17T21:18:19.387,Leni,Robert Leni,,,D,
172,178,FR,178,2148,,,Rohrbasser,m,1946-10-19T00:00:00,,,,,,2015-05-17T21:18:19.387,Bernard,Rohrbasser,,,F,
173,179,FR,179,2234,,,Roth,m,1952-02-01T00:00:00,,,,,,2015-05-17T21:18:19.387,Jean-François,Roth Jean-François,,,F,
174,180,FR,180,2149,,,Ruckstuhl,m,1947-08-13T00:00:00,,,,Niederuzwil,St-Gall,2018-10-09T16:21:09.96,Hans,Ruckstuhl,4,Sergent,D,
175,181,FR,181,2235,,,Rüesch,m,1928-06-12T00:00:00,2015-05-21T00:00:00,,,,,2015-05-26T09:31:08.23,Ernst,Rüesch,,,,
176,182,FR,182,2150,115,lic. iur.,Ruf,m,1959-08-06T00:00:00,,,,Langenthal,Berne,2018-10-09T16:21:32.763,Markus,Ruf,10,Premier-lieutenant,D,
177,183,FR,183,2151,61,Dr. ès lettres,Ruffy,m,1937-01-11T00:00:00,2016-03-19T00:00:00,,,Berne,Berne,2018-10-09T14:38:05.71,Victor,Ruffy Victor,1,Soldat,F,
178,184,FR,184,2152,,,Rutishauser,m,1933-07-07T00:00:00,2020-12-07T00:00:00,,,,,2020-12-15T14:30:34.213,Paul,Rutishauser Paul,,,D,
179,185,FR,185,2154,,,Rychen,m,1948-07-29T00:00:00,,,,Wilderswil,Berne,2018-10-09T16:22:10.207,Albrecht,Rychen,11,Capitaine,D,
180,186,FR,186,2156,,,Salvioni,m,1927-06-18T00:00:00,2017-08-27T00:00:00,,,,,2017-09-18T08:52:52.823,Sergio,Salvioni,,,I,
181,187,FR,187,2318,,,Sandoz,f,1942-01-12T00:00:00,,,,Lausanne,Vaud,2018-10-09T16:23:03.517,Suzette,Sandoz Suzette,,,F,
182,188,FR,188,2158,,,Savary,m,1940-06-30T00:00:00,,,,,,2015-05-17T21:18:19.387,Pierre,Savary Pierre,,,F,
183,189,FR,189,2259,,,Schallberger,m,1932-07-19T00:00:00,2010-04-15T00:00:00,,,Ennetmoos,Nidwald,2018-10-09T14:38:44.103,Peter-Josef,Schallberger,10,Premier-lieutenant,D,
184,190,FR,190,2159,,,Scheidegger,m,1943-12-17T00:00:00,2018-04-13T00:00:00,,,,,2018-05-07T12:30:10.27,Urs,Scheidegger Urs,,,,
185,191,FR,191,2160,,,Scherrer,m,1947-11-05T00:00:00,,,,Zurich,Zurich,2018-10-09T16:24:20.697,Jürg,Scherrer Jürg,,,D,
186,192,FR,192,2319,,,Scherrer,m,1930-03-23T00:00:00,,,,Kirchberg,St-Gall,2018-10-09T16:24:28.453,Werner,Scherrer Werner,5,Fourrier,,
187,193,FR,193,2320,35,lic. ès lettres,Scheurer,m,1934-03-11T00:00:00,,,,Neuchâtel,Neuchâtel,2018-10-09T16:24:35.387,Rémy,Scheurer Rémy,1,Soldat,F,
188,194,FR,194,2257,6,Dr. iur.,Schiesser,m,1954-04-23T00:00:00,,,,Haslen,Glaris,2015-05-17T21:18:19.387,Fritz,Schiesser,,,D,
189,195,FR,195,2236,115,lic. iur.,Schmid-Sutter,m,1950-03-11T00:00:00,,,,Heiden,Appenzell Rh.-Ext.,2018-10-09T16:25:57.857,Carlo,Schmid-Sutter Carlo,,,D,
190,196,FR,196,2161,,,Schmid,m,1940-10-04T00:00:00,,,,,,2015-05-17T21:18:19.387,Peter,Schmid Peter,,,,
191,197,FR,197,2162,,,Schmidhalter,m,1931-01-12T00:00:00,2005-08-23T00:00:00,,,,,2015-05-17T21:18:19.387,Paul,Schmidhalter,,,,
192,198,FR,198,2321,165,Agro-ing. ETS,Schmied,m,1953-01-09T00:00:00,,,,Moutier,Berne,2018-10-09T16:26:06.937,Walter,Schmied Walter,,,F,
193,199,FR,199,2163,,,Schnider,m,1930-05-17T00:00:00,2008-07-10T00:00:00,,,,,2015-05-17T21:18:19.387,Theodor,Schnider-Luzern,,,,
194,200,FR,200,2237,6,Dr. iur.,Schoch,m,1934-12-01T00:00:00,2013-07-05T00:00:00,,,Herisau,Appenzell Rh.-Ext.,2018-10-09T14:40:21.327,Otto,Schoch Otto,12,Major,D,
195,201,FR,201,2164,17,lic. oec. publ.,Schüle,m,1944-08-23T00:00:00,2022-01-11T00:00:00,,,Schaffhouse,Schaffhouse,2022-01-19T17:23:43.21,Kurt,Schüle,11,Capitaine,D,
196,202,FR,202,2165,,,Schwab,m,1941-06-12T00:00:00,,,,,,2015-05-17T21:18:19.387,Heinz,Schwab,,,,
197,203,FR,203,2166,,,Segmüller,f,1932-01-21T00:00:00,,,,,,2015-05-17T21:18:19.387,Eva,Segmüller,,,,
198,204,FR,204,2239,10,dipl. Ing. Agr. ETH,Seiler,m,1930-03-08T00:00:00,,,,Schaffhouse,Schaffhouse,2018-10-09T16:28:13.96,Bernhard,Seiler Bernhard,14,Colonel,D,
199,205,FR,205,2168,,,Seiler,m,1933-09-09T00:00:00,,,,Grindelwald,Berne,2018-10-09T16:28:26.637,Hanspeter,Seiler Hanspeter,,,D,
200,206,FR,206,2169,,,Seiler,m,1932-03-12T00:00:00,,,,,,2015-05-17T21:18:19.387,Rolf,Seiler Rolf,,,,
201,207,FR,207,2322,,,Sieber,m,1927-02-24T00:00:00,2018-05-19T00:00:00,,,,,2018-05-24T11:44:26.1,Ernst,Sieber,,,,
202,209,FR,209,2240,76,dipl. Pharm. ETH,Simmen,f,1938-09-10T00:00:00,,,,Zurich,Zurich,2018-10-09T16:29:13.543,Rosemarie,Simmen,,,D,
203,210,FR,210,2171,,,Spielmann,m,1944-05-27T00:00:00,,,,Genève 8,Genève,2018-10-09T16:30:11.047,Jean,Spielmann,1,Soldat,F,
204,211,FR,211,2172,115,lic. iur.,Spoerry,f,1938-03-08T00:00:00,,,,Zurich,Zurich,2018-10-09T16:30:17.14,Vreni,Spoerry,,,D,
205,212,FR,212,2297,,,Stalder,m,1928-01-23T00:00:00,2014-08-18T00:00:00,,,,,2015-12-10T16:02:14.737,Fritz,Stalder,,,D,
206,213,FR,213,2173,6,Dr. iur.,Stamm,f,1934-02-25T00:00:00,2022-07-20T00:00:00,,,Schaffhouse,Schaffhouse,2022-07-28T16:16:08.35,Judith,Stamm Judith,,,D,
207,214,FR,214,2323,120,lic. iur. / lic. oec.,Stamm,m,1952-09-09T00:00:00,,,,Coire,Grisons,2019-10-24T14:42:30.687,Luzi,Stamm,3,Caporal,D,
208,215,FR,215,2175,,,Steffen,m,1931-09-29T00:00:00,,,,Zurich,Zurich,2018-10-09T16:31:20.783,Hans,Steffen,10,Premier-lieutenant,D,
209,216,FR,216,2324,,,Steiger,m,1944-06-25T00:00:00,,,,,,2015-05-17T21:18:19.387,Hans,Steiger Hans,,,,
210,217,FR,217,2176,115,lic. iur.,Steinegger,m,1943-03-08T00:00:00,,,,Flüelen,Uri,2018-10-09T16:31:30.8,Franz,Steinegger Franz,10,Premier-lieutenant,D,
211,218,FR,218,2325,13,dipl. Arch. HTL,Steinemann,m,1938-04-14T00:00:00,,,,St. Gall,St-Gall,2018-10-09T16:31:49.437,Walter,Steinemann Walter,,,D,
212,219,FR,219,2326,140,lic. rer. pol. / Chemiker,Strahm,m,1943-08-03T00:00:00,,,,Lauperswil,Berne,2018-10-09T16:32:24.48,Rudolf,Strahm Rudolf,10,Premier-lieutenant,D,
213,220,FR,220,2178,6,Dr. iur.,Stucky,m,1930-10-06T00:00:00,2020-08-29T00:00:00,,,Bâle,Bâle-Ville,2020-09-08T15:59:14.773,Georg,Stucky Georg,,,D,
214,221,FR,221,2327,,,Suter,m,1953-04-03T00:00:00,2017-10-11T00:00:00,,,Berne,Berne,2017-10-18T10:31:38,Marc Frédéric,Suter Marc Frédéric,,,D,
215,222,FR,222,2179,,,Theubet,m,1936-09-12T00:00:00,,,,,,2015-05-17T21:18:19.387,Gabriel,Theubet,,,,
216,223,FR,223,2180,115,lic. iur.,Thür,m,1949-05-31T00:00:00,,,,Staad,St-Gall,2018-10-09T16:33:41.067,Hanspeter,Thür,,,D,
217,224,FR,224,2328,,,Tschäppät,m,1952-04-16T00:00:00,2018-05-04T00:00:00,,,Berne,Berne,2018-05-07T08:11:04.397,Alexander,Tschäppät,,,D,
218,225,FR,225,2329,91,Doctorat,Tschopp,m,1940-04-26T00:00:00,2009-07-04T00:00:00,,,Bâle,Bâle-Ville,2018-10-09T14:44:18.277,Peter,Tschopp Peter,,,F,
219,226,FR,226,2181,,,Tschuppert,m,1941-05-03T00:00:00,,,,Ettiswil,Lucerne,2018-10-09T16:34:50.273,Karl,Tschuppert,1,Soldat,D,
220,227,FR,227,2241,,,Uhlmann,m,1933-11-11T00:00:00,,,,Bonau,Thurgovie,2018-10-09T16:34:59.957,Hans,Uhlmann Hans,,,D,
221,228,FR,228,2330,,,Vetterli,m,1929-07-28T00:00:00,2008-06-14T00:00:00,,,Stäfa,Zurich,2018-10-09T14:44:59.36,Werner,Vetterli,,,D,
222,229,FR,229,2251,26,Dr. rer. pol.,Vollmer,m,1946-04-14T00:00:00,,,,Berne,Berne,2018-10-09T16:36:45.93,Peter,Vollmer,,,D,
223,230,FR,230,2184,,,Wanner,m,1947-07-27T00:00:00,,,,Messen,Soleure,2015-05-17T21:18:19.387,Christian,Wanner Christian,,,D,
224,231,FR,231,2243,12,lic. phil. I,Weber,f,1943-03-18T00:00:00,,,,Zurich,Zurich,2018-10-09T16:39:38.003,Monika,Weber Monika,,,D,
225,232,FR,232,2186,,,Weder,m,1928-08-10T00:00:00,2018-01-07T00:00:00,,,,,2018-01-18T13:56:02.61,Hansjürg,Weder Hansjürg,,,,
226,233,FR,233,2331,,,Wick,m,1935-09-12T00:00:00,,,,,,2015-05-17T21:18:19.387,Hugo,Wick Hugo,,,D,
227,234,FR,234,2190,,,Wiederkehr,m,1943-01-27T00:00:00,,,,Berne,Berne,2018-10-09T16:42:05.01,Roland,Wiederkehr,,,D,
228,235,FR,235,2332,93,dipl. Bäuerin,Wittenwiler,f,1943-09-13T00:00:00,,,,Ebnat-Kappel,St-Gall,2018-10-09T16:42:26.26,Milli,Wittenwiler,,,D,
229,236,FR,236,2191,,,Wyss,m,1928-07-07T00:00:00,,,,,,2015-05-17T21:18:19.387,Paul,Wyss Paul,,,D,
230,237,FR,237,2192,,,Wyss,m,1938-10-23T00:00:00,,,,Grasswil,Berne,2018-10-09T16:42:58.903,William,Wyss William,,,D,
231,238,FR,238,2195,,,Ziegler,m,1934-04-19T00:00:00,,,,Berne,Berne,2018-10-09T16:43:55.42,Jean,Ziegler Jean,,,F,
232,239,FR,239,2244,,,Ziegler,m,1933-06-21T00:00:00,2014-04-28T00:00:00,,,,,2015-05-17T21:18:19.387,Oswald,Ziegler Oswald,,,,
233,240,FR,240,2245,6,Dr. iur.,Zimmerli,m,1942-07-02T00:00:00,,,,Thoune,Berne,2018-10-09T16:44:02.047,Ulrich,Zimmerli Ulrich,,,D,
234,241,FR,241,2333,94,lic. ec. théologie,Zisyadis,m,1956-04-17T00:00:00,,,,Istanbul,,2018-10-09T16:44:15.287,Josef,Zisyadis,,,EL,
235,242,FR,242,2196,,,Zölch,f,1951-04-24T00:00:00,,,,,,2015-05-17T21:18:19.387,Elisabeth,Zölch,,,,
236,243,FR,243,2197,,,Züger,m,1940-03-24T00:00:00,,,,,,2015-05-17T21:18:19.387,Arthur,Züger,,,,
237,244,FR,244,2334,,,Zwahlen,m,1943-04-30T00:00:00,2006-03-07T00:00:00,,,,,2015-05-17T21:18:19.387,Jean-Claude,Zwahlen,,,,
238,245,FR,245,2199,,,Zwygart,m,1940-01-16T00:00:00,,,,Schliern,Berne,2018-10-09T16:44:29.867,Otto,Zwygart,,,D,
239,246,FR,246,2012,,,Béguelin,m,1936-08-01T00:00:00,,,,Boudry,Neuchâtel,2018-10-05T13:27:46.823,Michel,Béguelin,,,F,
240,247,FR,247,2013,,,Berger,m,1929-01-01T00:00:00,2018-02-12T00:00:00,,,,,2018-02-21T16:04:14.417,Jean-Pierre,Berger Jean-Pierre,,,F,
241,248,FR,248,2278,,,Camponovo,m,1937-07-14T00:00:00,2018-03-25T00:00:00,,,,,2018-04-04T08:32:30.213,Geo,Camponovo,,,I,
242,249,FR,249,2068,87,Diplôme de commerce,Friderici,m,1946-08-10T00:00:00,,,,Morges,Vaud,2018-10-05T16:07:00.267,Charles,Friderici,,,F,
243,250,FR,250,2074,,,Gros,m,1953-04-18T00:00:00,,,,Genève 8,Genève,2015-05-17T21:18:19.387,Jean-Michel,Gros Jean-Michel,,,F,
244,251,FR,251,2091,,,Iten,m,1943-08-09T00:00:00,,,,,,2015-05-17T21:18:19.387,Joseph,Iten Joseph,,,,
245,252,FR,252,2120,,,Mühlemann,m,1930-06-17T00:00:00,2009-09-11T00:00:00,,,Illhart,Thurgovie,2018-10-09T14:31:14.827,Ernst,Mühlemann,15,Brigadier,D,
246,253,FR,253,2342,,,Graber,m,1951-03-04T00:00:00,,,,,,2015-05-17T21:18:19.387,Rolf,Graber Rolf,,,F,
247,254,FR,254,2343,6,Dr. iur.,Steiner,m,1945-08-10T00:00:00,,,,Grosshöchstetten,Berne,2018-10-09T16:32:03.643,Rudolf,Steiner Rudolf,10,Premier-lieutenant,D,
248,255,FR,255,2193,38,Dr. phil. I,Zbinden,m,1945-06-07T00:00:00,,,,Rüschegg,Berne,2018-10-09T16:43:30.23,Hans,Zbinden Hans,,,D,
249,257,FR,257,2344,,,Schweingruber,m,1952-06-14T00:00:00,,,,,,2015-05-17T21:18:19.387,Alain,Schweingruber,,,F,
250,258,FR,258,2345,,,Lepori Bonetti,f,1949-04-02T00:00:00,2016-06-25T00:00:00,,,,,2016-07-11T11:50:15.053,Mimi,Lepori Bonetti,,,I,
251,259,FR,259,2198,,,Zwingli,m,1925-09-28T00:00:00,2018-07-10T00:00:00,,,,,2018-07-13T16:19:54,Walter,Zwingli,,,,
252,260,FR,260,2252,,,Baerlocher,m,1956-12-14T00:00:00,,,,,,2015-05-17T21:18:19.387,Thomas,Baerlocher,,,,
253,261,FR,261,2346,54,lic. en mathématique,Ostermann,m,1938-01-18T00:00:00,,,,Lausanne,Vaud,2018-10-09T15:31:45.14,Roland,Ostermann,2,Appointé,F,
254,264,FR,264,2347,,,Weyeneth,m,1943-07-26T00:00:00,,,,Berne,Berne,2018-10-09T16:40:54.817,Hermann,Weyeneth,,,D,
255,265,FR,265,2350,,,Bugnon,f,1959-02-11T00:00:00,,,,,,2015-05-17T21:18:19.387,Fabienne,Bugnon Fabienne,,,F,
256,266,FR,266,2349,,,Cornaz,m,1944-09-21T00:00:00,2003-03-15T00:00:00,,,,,2015-05-17T21:18:19.387,Stefan,Cornaz Stefan,,,,
257,267,FR,267,2348,16,Fürsprecher,Schmid,m,1947-01-08T00:00:00,,,,Rüti b. Büren,Berne,2018-10-09T16:25:38.213,Samuel,Schmid Samuel,,,D,
258,268,FR,268,2351,214,-,Schenk,m,1946-05-16T00:00:00,2020-05-01T00:00:00,,,Langnau im Emmental,Berne,2020-05-13T10:21:53.847,Simon,Schenk Simon,,,D,
259,269,FR,269,2352,97,lic. phil. II,Baumann,f,1951-11-05T00:00:00,,,,Berne,Berne,2018-10-05T13:27:04.467,Stephanie,Baumann Stephanie,,,D,
260,271,FR,271,2353,,,Singeisen,f,1945-12-03T00:00:00,,,,,,2015-05-17T21:18:19.387,Verena,Singeisen,,,,
261,273,FR,273,2354,112,lic. iur. / LL. M.,Gadient,f,1960-03-14T00:00:00,,,,Coire,Grisons,2018-10-05T16:07:42.337,Brigitta M.,Gadient,,,D,
262,274,FR,274,2355,,,Prongué,f,1939-07-31T00:00:00,2019-05-22T00:00:00,,,,,2019-05-29T14:17:32.723,Marie-Madeleine,Prongué,,,F,
263,275,FR,275,2359,125,Dr. sc. techn.,Maissen,m,1944-09-02T00:00:00,,,,Coire,Grisons,2018-10-09T15:20:33.93,Theo,Maissen,26,Chauffeur véhicule artillerie,D,
264,276,FR,276,2357,2,mag. oec. HSG,Brändli,m,1943-03-07T00:00:00,,,,Vnà,Grisons,2018-10-05T13:32:32.673,Christoffel,Brändli,,,D,
265,277,FR,277,2356,226,Dipl. Ing. Agr. ETH / Dr. sc. techn.,Bieri,m,1952-06-21T00:00:00,,,,Winterthur,Zurich,2018-10-05T13:29:16.33,Peter,Bieri,12,Major,D,
266,278,FR,278,2358,,,Carnat,m,1934-06-12T00:00:00,,,,,,2015-05-17T21:18:19.387,Nicolas,Carnat Nicolas,,,F,
267,279,FR,279,2360,,,Bignasca,m,1945-04-10T00:00:00,2013-03-07T00:00:00,,,Lugano,Tessin,2018-10-05T13:29:35.71,Giuliano,Bignasca Giuliano,,,I,
268,280,FR,280,2361,,,Langenberger,f,1941-04-21T00:00:00,2015-08-16T00:00:00,,,Berne,Berne,2018-10-09T14:26:27.057,Christiane,Langenberger,,,F,
269,281,FR,281,2362,,,Frainier,m,1952-10-03T00:00:00,,,,,,2015-05-17T21:18:19.387,Hubert,Frainier Hubert,,,F,
270,282,FR,282,2107,,,Luder,m,1936-09-14T00:00:00,1993-01-18T00:00:00,,,,,2015-05-17T21:18:19.387,Paul,Luder Paul,,,,
271,293,FR,293,2363,,,Eberhard-Halter,f,1945-05-07T00:00:00,,,,,,2015-05-17T21:18:19.387,Barbara,Eberhard-Halter,,,,
272,294,FR,294,2364,,,Rohr,m,1935-02-14T00:00:00,2001-10-31T00:00:00,,,,,2015-05-17T21:18:19.387,Rudolf,Rohr Rudolf,,,D,
273,298,FR,298,2365,115,lic. iur.,Aeppli,f,1952-10-05T00:00:00,,,,Winterthur,Zurich,2018-10-05T13:20:23.453,Regine,Aeppli,,,D,
274,300,FR,300,2366,,,Alder,m,1943-04-14T00:00:00,2022-08-26T00:00:00,,,Winterthur,Zurich,2022-08-31T10:55:35.19,Fredi,Alder Fredi,,,D,
275,301,FR,301,2367,115,lic. iur.,Banga,m,1949-08-09T00:00:00,,,,Bâle,Bâle-Ville,2018-10-05T13:24:18.073,Boris,Banga,11,Capitaine,D,
276,303,FR,303,2368,,,Bangerter,f,1937-07-13T00:00:00,,,,Aarberg,Berne,2018-10-05T13:24:26.803,Käthi,Bangerter Käthi,,,D,
277,304,FR,304,2369,,,Baumann,m,1942-12-10T00:00:00,2022-02-02T00:00:00,,,Zurich,Zurich,2022-02-08T09:33:20.647,J. Alexander,Baumann J. Alexander,13,Lieutenant-colonel,D,
278,305,FR,305,2370,179,"Lic. en droit, brevet d'avocat",Berberat,m,1956-12-01T00:00:00,,,,La Chaux-de-Fonds,Neuchâtel,2019-10-15T10:40:38.283,Didier,Berberat,2,Appointé,F,
279,306,FR,306,2371,83,Employée de commerce,Blaser,f,1945-01-15T00:00:00,,,,Genève 8,Genève,2018-10-05T13:30:22.52,Emmanuella,Blaser Emmanuella,,,F,
280,307,FR,307,2372,,,Brunner,m,1974-08-23T00:00:00,,1,célibataire,Wattwil,St-Gall,2016-05-02T13:44:06.973,Toni,Brunner Toni,3,Caporal,D,0
281,308,FR,308,2428,,,von Allmen,m,1946-03-06T00:00:00,,,,Thoune,Berne,2018-10-09T16:36:54.787,Hansueli,von Allmen Hansueli,,,D,
282,309,FR,309,2373,21,Prof. Dr. med.,Cavalli,m,1942-07-03T00:00:00,,,,Locarno,Tessin,2018-10-05T13:40:33.437,Franco,Cavalli,,,I,
283,310,FR,310,2374,3,lic. en droit,Chiffelle,m,1957-03-23T00:00:00,,,,Lausanne,Vaud,2018-10-05T13:41:33.177,Pierre,Chiffelle,,,F,
284,311,FR,311,2375,22,Ing. civ. EPFZ,Christen,m,1941-07-13T00:00:00,,,,Berne,Berne,2018-10-05T13:41:50.58,Yves,Christen Yves,,,F,
285,312,FR,312,2376,,,Ducrot,f,1937-09-15T00:00:00,,,,Fribourg,Fribourg,2018-10-05T15:57:27.85,Rose-Marie,Ducrot,,,F,
286,313,FR,313,2377,168,Maître agriculteur-viticulteur,Dupraz,m,1945-07-08T00:00:00,,,,Genève 8,Genève,2018-10-05T15:58:27.25,John,Dupraz,,,F,
287,314,FR,314,2378,115,lic. iur.,Durrer,m,1950-11-17T00:00:00,2008-04-19T00:00:00,,,Alpnach,Obwald,2018-10-05T15:59:11.68,Adalbert,Durrer Adalbert,,,D,
288,315,FR,315,2379,,,Eberhard,m,1949-08-25T00:00:00,,,,Küssnacht am Rigi,Schwyz,2018-10-05T15:59:22.567,Toni,Eberhard,,,RM,
289,316,FR,316,2380,,,Egerszegi-Obrist,f,1948-05-29T00:00:00,,,,Baden,Argovie,2018-10-05T15:59:33.07,Christine,Egerszegi-Obrist,,,D,
290,317,FR,317,2381,115,lic. iur.,Ehrler,m,1948-09-25T00:00:00,,,,Ibach,Schwyz,2018-10-05T16:00:05.623,Melchior,Ehrler Melchior,1,Soldat,D,
291,318,FR,318,2382,214,-,Engelberger,m,1940-01-26T00:00:00,,,,Lucerne,Lucerne,2018-10-05T16:00:29.05,Edi,Engelberger,14,Colonel,D,
292,319,FR,319,2383,,,Fehr,m,1947-01-14T00:00:00,,,,Berg am Irchel,Zurich,2018-10-05T16:04:04.697,Hans,Fehr Hans,13,Lieutenant-colonel,D,
293,320,FR,320,2384,35,lic. ès lettres,Filliez,m,1945-05-17T00:00:00,,,,Salins,Valais,2018-10-05T16:04:47.88,Jean-Jérôme,Filliez Jean-Jérôme,3,Caporal,F,
294,321,FR,321,2385,,,Föhn,m,1952-12-11T00:00:00,,,,Muotathal,Schwyz,2019-10-15T10:40:38.283,Peter,Föhn,2,Appointé,D,
295,322,FR,322,2386,,,Freund,m,1946-06-08T00:00:00,,,,Altstätten,St-Gall,2018-10-05T16:06:19.967,Jakob,Freund,,,D,
296,323,FR,323,2387,3,lic. en droit,Grobet,m,1941-07-26T00:00:00,,,,New York,,2018-10-05T16:11:07.043,Christian,Grobet Christian,,,F,
297,324,FR,324,2388,6,Dr. iur.,Gross,m,1946-03-01T00:00:00,2005-05-06T00:00:00,,,Flawil,St-Gall,2018-10-05T16:11:27,Jost,Gross Jost,1,Soldat,D,
298,325,FR,325,2389,39,Dr. med.,Guisan,m,1941-07-22T00:00:00,,,,Lausanne,Vaud,2018-10-05T16:11:50.017,Yves,Guisan,,,F,
299,326,FR,326,2076,39,Dr. med.,Günter,m,1943-05-30T00:00:00,,,,Berne,Berne,2018-10-05T16:11:58.273,Paul,Günter,10,Premier-lieutenant,D,
300,327,FR,327,2390,,,Gusset,m,1946-12-03T00:00:00,,,,Frauenfeld,Thurgovie,2018-10-05T16:12:16.39,Wilfried Ernest,Gusset,,,D,
301,328,FR,328,2391,26,Dr. rer. pol.,Gysin,m,1945-02-04T00:00:00,,,,Bâle,Bâle-Ville,2018-10-05T16:12:41.96,Remo,Gysin Remo,,,D,
302,329,FR,329,2392,12,lic. phil. I,Hilber,f,1951-03-26T00:00:00,,,,Degersheim,St-Gall,2018-10-05T16:16:09.47,Kathrin,Hilber,,,D,
303,330,FR,330,2393,115,lic. iur.,Hochreutener,m,1946-06-10T00:00:00,,,,Niedergösgen,Soleure,2018-10-05T16:16:21.247,Norbert,Hochreutener,,,D,
304,331,FR,331,2394,142,Dr. iur. / lic. phil.,Hubmann,f,1944-05-15T00:00:00,,,,Kreuzlingen,Thurgovie,2018-10-05T16:17:28.46,Vreni,Hubmann,,,D,
305,332,FR,332,2395,,,Imhof,m,1940-06-18T00:00:00,2014-10-06T00:00:00,,,Zwingen,Bâle-Campagne,2018-10-05T16:18:28.25,Rudolf,Imhof,,,D,
306,333,FR,333,2396,26,Dr. rer. pol.,Jans,m,1949-04-03T00:00:00,,,,Zoug,Zoug,2018-10-05T16:19:26.137,Armin,Jans,,,D,
307,334,FR,334,2397,115,lic. iur.,Jutzet,m,1951-05-07T00:00:00,,,,Fribourg,Fribourg,2018-10-05T16:20:54.53,Erwin,Jutzet,,,D,
308,335,FR,335,2398,115,lic. iur.,Kofmel,m,1956-09-16T00:00:00,,,,Deitingen,Soleure,2018-10-05T16:22:56.27,Peter,Kofmel,,,D,
309,336,FR,336,2399,214,-,Kunz,m,1945-06-01T00:00:00,,,,Grosswangen,Lucerne,2018-10-05T16:24:03.113,Josef,Kunz,4,Sergent,D,
310,337,FR,337,2400,35,lic. ès lettres,Lachat,m,1942-08-02T00:00:00,,,,Bonfol,Jura,2015-05-17T21:18:19.387,François,Lachat,,,F,
311,338,FR,338,2401,3,lic. en droit,Lauper,m,1944-02-28T00:00:00,,,,Belfaux,Fribourg,2018-10-09T15:16:37.37,Hubert,Lauper,4,Sergent,F,
312,339,FR,339,2402,115,lic. iur.,Loretan,m,1946-10-23T00:00:00,,,,Loèche-Les-Bains,Valais,2018-10-09T15:18:55.85,Otto G.,Loretan Otto G.,,,D,
313,340,FR,340,2403,,,Lötscher,m,1947-01-14T00:00:00,,,,Marbach,Lucerne,2018-10-09T15:19:16.93,Josef,Lötscher,4,Sergent,D,
314,341,FR,341,2405,,,Maury Pasquier,f,1956-12-16T00:00:00,,,,Genève,Genève,2020-02-06T09:23:05.987,Liliane,Maury Pasquier,,,F,
